,"Proportion of deaths due to each cause, by sex and age group, Australia, 2017-2021, and 2022",,,,,,,,,,,,,
Year,Sex,Age,COVID,Influenza,Pneumonia,Other respiratory,Cancers,Ischaemic heart disease,Cerebrovascular diseases,Dementia including Alzheimers,Diabetes,External causes,Other causes,External & other
2022,Males,35-39,0.006805102,0.002974978,0.005905562,0.015057272,0.132882351,0.057860987,0.013915055,0.000976653,0.020239533,,,0.743382506
2022,Males,40-44,0.011894755,0.000757681,0.003220901,0.011510317,0.159870608,0.086322098,0.031006996,0,0.023357942,,,0.672058704
2022,Males,45-49,0.010866336,0.001711094,0.004873694,0.024046968,0.228134666,0.107672925,0.037965427,0,0.036008036,,,0.548720853
2022,Males,50-54,0.017300308,0.00073614,0.005806844,0.033007496,0.289602057,0.132674239,0.032461588,0.001124812,0.025775032,,,0.461511483
2022,Males,55-59,0.016845794,0.001842861,0.00338578,0.044898493,0.385469734,0.139257025,0.024886107,0.003228452,0.037910514,,,0.34227524
2022,Males,60-64,0.020486456,0.001277736,0.00453226,0.048917531,0.433573415,0.126859557,0.027682393,0.005923125,0.034187362,,,0.296560166
2022,Males,65-69,0.035111109,0.001499973,0.006215718,0.070587274,0.428297412,0.120524608,0.032931811,0.01354433,0.035603203,,,0.255684561
2022,Males,70-74,0.045204863,0.001522298,0.00829874,0.07537448,0.389973023,0.113250795,0.03361563,0.028497551,0.037666982,,,0.266595637
2022,Males,75-79,0.056832137,0.000754196,0.006940111,0.081064466,0.362564666,0.110270371,0.040459202,0.047178059,0.035081392,,,0.2588554
2022,Males,80-84,0.068195662,0.001425247,0.010637558,0.07854825,0.295083765,0.107857856,0.053366988,0.084448327,0.036182281,,,0.264254066
2022,Males,85-89,0.077875062,0.001007748,0.015899516,0.070446284,0.232966345,0.112476927,0.052631562,0.103465161,0.03344167,,,0.299789726
2022,Males,90-94,0.086703848,0.001336074,0.023025369,0.064720437,0.178565707,0.116596205,0.061542948,0.12192463,0.02810683,,,0.317477952
2022,Males,95+,0.09465154,0.001906309,0.037228039,0.067102062,0.134776017,0.12657889,0.061117194,0.12429132,0.023066334,,,0.329282295
2022,Females,0-4,0.003258936,0.001964829,0.003120482,0.005894488,0.031293494,0,0.004287159,0,0,,,0.950180612
2022,Females,5-Sep,0.020736542,0,0.022650352,0.015501856,0.449266913,0,0.02443361,0,0,,,0.467410728
2022,Females,Oct-14,0.008879242,0,0,0.084559496,0.119320466,0,0.027585767,0,0,,,0.75965503
2022,Females,15-19,0,0,0,0.023375145,0.070125436,0,0.009608632,0,0.007791715,,,0.889099072
2022,Females,20-24,0.003844347,0,0.013074774,0.014451636,0.10597866,0,0.022546032,0,0.009634424,,,0.830470128
2022,Females,25-29,0.010889711,0,0,0.016320124,0.182454658,0.007087952,0.008160062,0,0.015704002,,,0.759383491
2022,Females,30-34,0.005220052,0.002752226,0,0.006278584,0.31186366,0.017656382,0.005504452,0,0.017139402,,,0.633585242
2022,Females,35-39,0.011129183,0.001818149,0.004998814,0.010458722,0.339299958,0.025392271,0.005454446,0,0.01489351,,,0.586554946
2022,Females,40-44,0.005121025,0.002619031,0.010923412,0.026538906,0.314283661,0.030487497,0.046275016,0.001309515,0.030220655,,,0.532221283
2022,Females,45-49,0.020084244,0.002637202,0,0.035622966,0.452616551,0.041727417,0.040646231,0,0.017917272,,,0.388748117
2022,Females,50-54,0.01743628,0.001690065,0.003252953,0.043892519,0.503685477,0.063444492,0.02764725,0.002816775,0.019977941,,,0.316156247
2022,Females,55-59,0.019811621,0.000831158,0.006168202,0.060020405,0.504617391,0.06252233,0.030695157,0.003404984,0.024570221,,,0.28735853
2022,Females,60-64,0.023323436,0.004312802,0.006169651,0.06679587,0.511086853,0.060203638,0.028104622,0.010843057,0.026199179,,,0.262960892
2022,Females,65-69,0.032856142,0.001464144,0.008200553,0.088171632,0.468317024,0.052075219,0.043388955,0.019661367,0.029332571,,,0.256532391
2022,Females,70-74,0.035413793,0.002771708,0.005113019,0.088197007,0.432551069,0.060502179,0.043807237,0.049030694,0.033483422,,,0.249129872
2022,Females,75-79,0.041535107,0.001754824,0.011417191,0.087409533,0.343192011,0.060710791,0.050935714,0.081031592,0.029832013,,,0.292181223
2022,Females,80-84,0.049762894,0.001400262,0.015472473,0.077004471,0.260610411,0.066279605,0.069885374,0.124952145,0.034403649,,,0.300228718
2022,Females,85-89,0.060551079,0.001455031,0.0164026,0.061580134,0.175513068,0.088901454,0.07448875,0.164055732,0.034254422,,,0.322797732
2022,Females,90-94,0.061608338,0.00155488,0.018716144,0.051901443,0.11683321,0.110005216,0.075057413,0.189921779,0.031040006,,,0.343361571
2022,Females,95+,0.067446466,0.001773048,0.026426859,0.043819617,0.071259646,0.1138128,0.07750753,0.193093378,0.026342428,,,0.378518227
